trials.thisTrialN,trials.stepSize,trials.intensity,thisRow.t,notes,trial.started,polygon.started,grating.started,key_resp.started,polygon.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,trials.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,2,10.0,0.02678600000217557,,0.009176699910312891,0.02678600000217557,0.5454635000787675,0.5454635000787675,0.5602259000297636,0.8610880000051111,5.868774600094184,right,10.0,1,1,5.304167399881408,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
1,1,8.0,5.879735300084576,,5.86890839994885,5.879735300084576,6.3799447999335825,6.3799447999335825,6.3799447999335825,6.679976799990982,7.248032599920407,right,8.0,0,0,0.8582209998276085,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
2,1,9.0,7.26341630006209,,7.248148600105196,7.26341630006209,7.76375799998641,7.76375799998641,7.76375799998641,8.063621999928728,8.181674000108615,right,9.0,0,0,0.41588860005140305,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
3,1,10.0,8.197088500019163,,8.181786200031638,8.197088500019163,8.697298699989915,8.697298699989915,8.697298699989915,,8.781909900018945,right,10.0,1,1,0.06792429997585714,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
4,1,10.0,8.79718380002305,,8.782018200028688,8.79718380002305,9.297394199995324,9.297394199995324,9.297394199995324,,9.415568500058725,right,10.0,1,1,0.11462779995054007,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
5,1,10.0,9.43080720002763,,9.415670100133866,9.43080720002763,9.931299000047147,9.931299000047147,9.931299000047147,,10.165756599977612,right,10.0,1,1,0.21750749996863306,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
6,1,9.0,10.181303400080651,,10.165879599982873,10.181303400080651,10.681228100089356,10.681228100089356,10.681228100089356,10.981385600054637,11.065929000033066,right,9.0,1,1,0.3792125000618398,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
7,1,9.0,11.081274900119752,,11.06602740008384,11.081274900119752,11.565146800130606,11.565146800130606,11.581793300108984,,11.583144099917263,right,9.0,1,1,0.007782800123095512,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
8,1,9.0,11.59850429999642,,11.58326270012185,11.59850429999642,12.098756100051105,12.098756100051105,12.098756100051105,,12.166785300010815,right,9.0,1,1,0.06463699997402728,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
9,1,8.0,12.1820630999282,,12.166906000114977,12.1820630999282,12.682254699990153,12.682254699990153,12.682254699990153,,12.950312900124118,right,8.0,1,1,0.25181259983219206,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
10,0.5,8.0,12.965682599926367,,12.950430300086737,12.965682599926367,13.465841700090095,13.465841700090095,13.465841700090095,13.765982399927452,13.76736110006459,left,-8.0,0,0,0.2963753999210894,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
11,0.5,8.5,13.782600099919364,,13.767485500080511,13.782600099919364,14.282879000063986,14.282879000063986,14.282879000063986,,14.367673099972308,left,-8.5,1,1,0.07786120008677244,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
12,0.5,8.5,14.382898499956354,,14.367790200049058,14.382898499956354,14.883271099999547,14.883271099999547,14.883271099999547,,15.017955400049686,left,-8.5,0,0,0.12256769998930395,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
13,0.5,9.0,15.033110199961811,,15.018076699925587,15.033110199961811,15.533357399981469,15.533357399981469,15.533357399981469,,15.634842799976468,right,9.0,0,0,0.09341189987026155,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
14,0.5,9.5,15.650078499922529,,15.634965999983251,15.650078499922529,16.150365400128067,16.150365400128067,16.150365400128067,,16.38500740006566,left,-9.5,0,0,0.22225780016742647,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
15,0.5,10.0,16.400276999920607,,16.385128600057214,16.400276999920607,16.900549800135195,16.900549800135195,16.900549800135195,,16.985204299911857,right,10.0,1,1,0.07326570013538003,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
16,0.5,10.0,17.000486799981445,,16.98532159999013,17.000486799981445,17.50069830007851,17.50069830007851,17.50069830007851,,17.53560629999265,right,10.0,1,1,0.02594460011459887,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
17,0.5,10.0,17.550746799912304,,17.535724699962884,17.550746799912304,18.051067699911073,18.051067699911073,18.051067699911073,,18.08555270009674,left,-10.0,0,0,0.019058099947869778,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
18,0.5,10.5,18.101019199937582,,18.08567519998178,18.101019199937582,18.600653700064868,18.600653700064868,18.600653700064868,,18.651914000045508,left,-10.5,0,0,0.041560000041499734,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
19,0.5,11.0,18.667457200121135,,18.65200060000643,18.667457200121135,19.15123030007817,19.15123030007817,19.167948000133038,19.451382500119507,19.452594199916348,right,11.0,1,1,0.29826730000786483,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
20,0.5,11.0,19.46790449996479,,19.452694799983874,19.46790449996479,19.952472999924794,19.952472999924794,19.96783070010133,,20.086766100022942,left,-11.0,0,0,0.12831369997002184,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
21,0.5,11.5,20.101791500113904,,20.086901700124145,20.101791500113904,20.60222340002656,20.60222340002656,20.60222340002656,20.902098800055683,22.270623000105843,right,11.5,1,1,1.6555445999838412,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
22,0.5,11.5,22.28586159995757,,22.2707412999589,22.28586159995757,22.785544800106436,22.785544800106436,22.785544800106436,23.085859900107607,25.171347300056368,right,11.5,1,1,2.3808009999338537,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
23,0.5,11.5,25.186812200117856,,25.171453200047836,25.186812200117856,25.686713699949905,25.686713699949905,25.686713699949905,25.98692060005851,27.722329900134355,left,-11.5,0,0,2.0268482000101358,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
24,0.5,12.0,27.737866800045595,,27.722444999963045,27.737866800045595,28.221703000133857,28.221703000133857,28.23831839999184,28.52167410007678,29.12363229994662,left,-12.0,1,1,0.8853903000708669,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
25,0.5,12.0,29.138836600119248,,29.123777500120923,29.138836600119248,29.639011400053278,29.639011400053278,29.639011400053278,29.939182500122115,30.10742609994486,right,12.0,1,1,0.4573256999719888,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
26,0.5,12.0,30.122436200035736,,30.1075695999898,30.122436200035736,30.62273840000853,30.62273840000853,30.62273840000853,30.92277349997312,31.37402609991841,right,12.0,1,1,0.7442854999098927,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
27,0.5,11.5,31.38939919997938,,31.374145000008866,31.38939919997938,31.873296400066465,31.873296400066465,31.889815100003034,32.172557099955156,32.48998999991454,left,-11.5,1,1,0.6035299000795931,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
28,0.5,11.5,32.505959700094536,,32.4900621001143,32.505959700094536,32.99079900002107,32.99079900002107,33.00752620003186,33.290872500045225,33.741757000098005,left,-11.5,1,1,0.7471992000937462,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
29,0.5,11.5,33.75705910008401,,33.74189230008051,33.75705910008401,34.25780160003342,34.25780160003342,34.25780160003342,34.55774489999749,34.99213510006666,right,11.5,1,1,0.7262782000470906,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
30,0.5,11.0,35.00730450008996,,34.99224940012209,35.00730450008996,35.507548100082204,35.507548100082204,35.507548100082204,35.80768060008995,35.959226300008595,left,-11.0,1,1,0.4483059998601675,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
31,0.5,11.0,35.97451329999603,,35.95934460009448,35.97451329999603,36.47468390013091,36.47468390013091,36.47468390013091,36.77481020009145,37.226435099961236,right,11.0,1,1,0.7445145000237972,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
32,0.5,11.0,37.24174239998683,,37.22656229999848,37.24174239998683,37.72591620008461,37.72591620008461,37.74259170005098,,37.994702300056815,right,11.0,0,0,0.2587256000842899,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
33,0.5,11.5,38.00935780000873,,37.99488979997113,38.00935780000873,38.50899900007062,38.50899900007062,38.50899900007062,38.8090415999759,39.52691020001657,right,11.5,1,1,1.0078827999532223,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
34,0.5,11.5,39.54235289990902,,39.52702319994569,39.54235289990902,40.042494900058955,40.042494900058955,40.042494900058955,40.3426515001338,40.66140899993479,left,-11.5,1,1,0.608043699990958,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
35,0.5,11.5,40.67639539996162,,40.66155169997364,40.67639539996162,41.175684300018474,41.175684300018474,41.175684300018474,41.47650730004534,41.84455420006998,right,11.5,1,1,0.6616406999528408,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
36,0.5,11.0,41.8599855999928,,41.844678699970245,41.8599855999928,42.36035360000096,42.36035360000096,42.36035360000096,42.660329800099134,43.09535329998471,right,11.0,1,1,0.7281476000789553,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
37,0.5,11.0,43.11042300006375,,43.0954730999656,43.11042300006375,43.61069509992376,43.61069509992376,43.61069509992376,43.91090160002932,44.1622641000431,right,11.0,1,1,0.5416836000513285,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
38,0.5,11.0,44.17756290012039,,44.162384199909866,44.17756290012039,44.67789310007356,44.67789310007356,44.67789310007356,44.977900200057775,45.079424400115386,right,11.0,1,1,0.399455500068143,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
39,0.5,10.5,45.09462089999579,,45.0795466999989,45.09462089999579,45.594201100058854,45.594201100058854,45.594201100058854,45.89458790002391,46.19605550006963,left,-10.5,1,1,0.5894964998587966,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
40,0.5,10.5,46.21150550013408,,46.19616569997743,46.21150550013408,46.71154360007495,46.71154360007495,46.71154360007495,47.01155940000899,47.046082200016826,left,-10.5,1,1,0.33129159989766777,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
41,0.5,10.5,47.06157950009219,,47.04616790008731,47.06157950009219,47.545565200038254,47.545565200038254,47.56234010006301,47.84565669996664,47.880289799999446,right,10.5,0,0,0.3288122999947518,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
42,0.5,11.0,47.89569259993732,,47.88041600002907,47.89569259993732,48.39597740001045,48.39597740001045,48.39597740001045,48.69593070005067,48.93082530004904,right,11.0,1,1,0.5274728999938816,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
43,0.5,11.0,48.94606689992361,,48.93094400013797,48.94606689992361,49.44629959994927,49.44629959994927,49.44629959994927,49.74609520006925,49.94733270001598,left,-11.0,1,1,0.4937543999403715,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
44,0.5,11.0,49.96281239995733,,49.94743459997699,49.96281239995733,50.446451500058174,50.446451500058174,50.463258099975064,50.74674089998007,50.764773699920624,left,-11.0,0,0,0.3083545998670161,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
45,0.5,11.5,50.78011059993878,,50.76490200008266,50.78011059993878,51.2803917999845,51.2803917999845,51.2803917999845,51.580406500026584,51.715756499907,left,-11.5,1,1,0.41923439991660416,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
46,0.5,11.5,51.730732100084424,,51.71590330009349,51.730732100084424,52.23107640002854,52.23107640002854,52.23107640002854,52.53127679997124,52.532905200030655,left,-11.5,1,1,0.297820899868384,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
47,0.5,11.5,52.547798400046304,,52.53304470004514,52.547798400046304,53.04802670003846,53.04802670003846,53.04802670003846,53.34800900006667,53.483153000008315,left,-11.5,1,1,0.42608459992334247,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
48,0.5,11.0,53.49807139998302,,53.48330030008219,53.49807139998302,53.99834839999676,53.99834839999676,53.99834839999676,54.29853120003827,54.61710379994474,left,-11.0,1,1,0.612550999969244,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
49,0.5,11.0,54.63182980008423,,54.61724709998816,54.63182980008423,55.13218710012734,55.13218710012734,55.13218710012734,55.43153319996782,55.882837699959055,right,11.0,1,1,0.7375702999997884,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
50,0.5,11.0,55.898417700082064,,55.88293530000374,55.898417700082064,56.38241620012559,56.38241620012559,56.399010699940845,56.682653200114146,57.017918600002304,right,11.0,1,1,0.6291688000783324,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
51,0.5,10.5,57.032862100051716,,57.0180613999255,57.032862100051716,57.5330906000454,57.5330906000454,57.5330906000454,57.8328631001059,58.217684200033545,left,-10.5,1,1,0.6753168997820467,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
52,0.5,10.5,58.23226079996675,,58.21775349997915,58.23226079996675,58.717295200098306,58.717295200098306,58.73403439996764,59.016842500073835,59.43511500000022,left,-10.5,1,1,0.7157256999053061,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
53,0.5,10.5,59.45009719999507,,59.43524169991724,59.45009719999507,59.950308500090614,59.950308500090614,59.950308500090614,60.249737000092864,60.50237890006974,left,-10.5,1,1,0.540074700023979,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
54,0.5,10.0,60.51734429993667,,60.50252249999903,60.51734429993667,61.01777149992995,61.01777149992995,61.01777149992995,61.317772400099784,61.71803699992597,right,10.0,1,1,0.6970815001986921,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
55,0.5,10.0,61.73385479999706,,61.71811269992031,61.73385479999706,62.21757759992033,62.21757759992033,62.23432329995558,62.5177039001137,64.8201860000845,left,-10.0,0,0,2.600507900118828,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
56,0.5,10.5,64.83542070002295,,64.82031350000761,64.83542070002295,65.33575590001419,65.33575590001419,65.33575590001419,65.63578279991634,65.82054849993438,right,10.5,1,1,0.4812764001544565,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
57,0.5,10.5,65.83582270005718,,65.82066780002788,65.83582270005718,66.33601969992742,66.33601969992742,66.33601969992742,66.63606170006096,67.2377722999081,right,10.5,1,1,0.8910993998870254,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
58,0.5,10.5,67.25295990006998,,67.2378968000412,67.25295990006998,67.75299650011584,67.75299650011584,67.75299650011584,68.05313619994558,80.25909710000269,left,-10.5,0,0,12.502662600018084,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
59,0.5,11.0,80.2745199999772,,80.25920920004137,80.2745199999772,80.7581543000415,80.7581543000415,80.77516050008126,81.05829700012691,82.34355060011148,left,-11.0,0,0,1.5721821000333875,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
60,0.5,11.5,82.3588437999133,,82.34367540013045,82.3588437999133,82.85907420003787,82.85907420003787,82.85907420003787,83.15898060007021,83.5442536000628,left,-11.5,1,1,0.6816246998496354,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
61,0.5,11.5,83.55932900006883,,83.54437200003304,83.55932900006883,84.04365970008075,84.04365970008075,84.0603446001187,84.34385549998842,84.49566869996488,left,-11.5,1,1,0.4470846999902278,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
62,0.5,11.5,84.51040709996596,,84.49584360001609,84.51040709996596,85.00971170002595,85.00971170002595,85.00971170002595,85.30974940001033,85.79446480004117,right,11.5,1,1,0.7789010000415146,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
63,0.5,11.0,85.81012740009464,,85.79458470013924,85.81012740009464,86.2936034000013,86.2936034000013,86.31028950004838,86.59376620012335,86.82845170004293,right,11.0,1,1,0.5288351001217961,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
64,0.5,11.0,86.8437918999698,,86.82857419992797,86.8437918999698,87.3440918000415,87.3440918000415,87.3440918000415,87.64421160006896,88.07945040008053,left,-11.0,1,1,0.733938500052318,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
65,0.5,11.0,88.09442310011946,,88.07956960005686,88.09442310011946,88.61124689993449,88.61124689993449,88.61124689993449,88.91133340005763,89.0961277000606,left,-11.0,1,1,0.4814263000153005,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
66,0.5,10.5,89.11146409995854,,89.0962493000552,89.11146409995854,89.61176080000587,89.61176080000587,89.61176080000587,89.9116936000064,90.22977260011248,left,-10.5,1,1,0.6009712999220937,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
67,0.5,10.5,90.24510370008647,,90.22989570000209,90.24510370008647,90.74487729999237,90.74487729999237,90.74487729999237,91.04516649991274,91.26328300009482,left,-10.5,1,1,0.5122042000293732,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
68,0.5,10.5,91.27868820005096,,91.26338590006344,91.27868820005096,91.76271350006573,91.76271350006573,91.77945500006899,92.0627987999469,92.21457999991253,left,-10.5,1,1,0.44948499999009073,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
69,0.5,10.0,92.22963660000823,,92.21472340007313,92.22963660000823,92.72993879998103,92.72993879998103,92.72993879998103,93.02997480006889,93.17977849999443,left,-10.0,1,1,0.43770299991592765,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
70,0.5,10.0,93.19583790004253,,93.17984979995526,93.19583790004253,93.67980560008436,93.67980560008436,93.69634569995105,93.9796005000826,96.73211240000091,right,10.0,1,1,3.0450637000612915,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
71,0.5,10.0,96.74743969994597,,96.73222490004264,96.74743969994597,97.2312209000811,97.2312209000811,97.24776279996149,97.5316006001085,97.76525980001315,right,10.0,1,1,0.5168941000010818,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
72,0.5,9.5,97.78093550004996,,97.76534630008973,97.78093550004996,98.26498989993706,98.26498989993706,98.2817134000361,98.56499810004607,98.79971490008757,left,-9.5,1,1,0.5233081001788378,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
73,0.5,9.5,98.815070200013,,98.7998429001309,98.815070200013,99.31533979997039,99.31533979997039,99.31533979997039,99.61547480011359,99.9000842999667,right,9.5,1,1,0.5757402000017464,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
74,0.5,9.5,99.91553410002962,,99.90020389994606,99.91553410002962,100.41566670010798,100.41566670010798,100.41566670010798,100.7152893000748,100.90021779993549,right,9.5,1,1,0.46780209988355637,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
75,0.5,9.0,100.91571260010824,,100.90032709995285,100.91571260010824,101.39937349990942,101.39937349990942,101.41618699999526,101.69908079993911,101.98419480002485,left,-9.0,1,1,0.5756138998549432,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
76,0.5,9.0,101.99966929992661,,101.98432060005143,101.99966929992661,102.50000270013697,102.50000270013697,102.50000270013697,102.7997958001215,102.95089780003764,right,9.0,1,1,0.43895779992453754,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
77,0.5,9.0,102.96647990006022,,102.95100150001235,102.96647990006022,103.45006900001317,103.45006900001317,103.46675899997354,103.74982260004617,103.91815169993788,right,9.0,1,1,0.46469599986448884,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
78,0.5,8.5,103.93354110000655,,103.91826139995828,103.93354110000655,104.43379030004144,104.43379030004144,104.43379030004144,104.73348570009694,104.96862860000692,left,-8.5,1,1,0.5193102001212537,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
79,0.5,8.5,104.98394399997778,,104.96873600012623,104.98394399997778,105.48421579995193,105.48421579995193,105.48421579995193,105.7842008001171,105.96868150006048,left,-8.5,1,1,0.4673870000988245,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
80,0.5,8.5,105.98434949992225,,105.96878640004434,105.98434949992225,106.46813079994172,106.46813079994172,106.48470590007491,106.76779370009899,107.40272130002268,left,-8.5,1,1,0.9218663999345154,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
81,0.5,8.0,107.41823640000075,,107.40282650012523,107.41823640000075,107.90196670009755,107.90196670009755,107.91868530004285,108.20211949991062,108.30334719992243,left,-8.0,1,1,0.384552099974826,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
82,0.5,8.0,108.31867179996334,,108.30347030004486,108.31867179996334,108.81898430013098,108.81898430013098,108.81898430013098,109.11906690010801,110.87103160005063,left,-8.0,1,1,2.0441574999131262,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
83,0.5,8.0,110.88646399998106,,110.87115340004675,110.88646399998106,111.38661810010672,111.38661810010672,111.38661810010672,111.68666619993746,112.02118850010447,right,8.0,1,1,0.6233910999726504,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
84,0.5,7.5,112.03661089995876,,112.0213033000473,112.03661089995876,112.52045850013383,112.52045850013383,112.53704570000991,112.82039289991371,113.18873629998416,left,-7.5,1,1,0.6644038001541048,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
85,0.5,7.5,113.20391670009121,,113.18885449995287,113.20391670009121,113.70409719995223,113.70409719995223,113.70409719995223,114.00427210005,114.25559680000879,left,-7.5,1,1,0.5412916000932455,596426,001,2024-09-11_12h09.22.076,adaptivesc,2024.1.5,None,2024-09-11 12h09.26.143356 +0530,
,,,114.27105939993635,,114.25571610010229,114.27105939993635,114.75492250011303,114.75492250011303,114.77153849997558,115.05499450000934,,,,,,,,,,,,,,
